,word,frequency
1430,쓰기,5
1431,애,5
1432,돌려,5
1433,사리,5
1434,리가,5
1435,보이지,5
1436,했을,5
1437,느끼해요,5
1438,아래,5
1439,같은게,5
1440,쇼,5
1441,셋트,5
1442,바싹,5
1443,던,5
1444,살다,5
1445,나머진,5
1446,건더기,5
1447,없나요,5
1448,똑같네요,5
1449,방금,5
1450,스티커,5
1451,생,5
1452,가득,5
1453,외,5
1454,짐,5
1455,질겨,5
1456,꽝,5
1457,오셔서,5
1458,적어도,5
1459,모르겠어요,5
1460,평,5
1461,먹는거,5
1462,맛없었어요,5
1463,왔을,5
1464,하시더라고요,5
1465,그러네요,5
1466,가져,5
1467,나무,5
1468,비벼지지도,5
1469,먹는내내,5
1470,없네여,5
1471,흑,5
1472,젖,5
1473,될듯,5
1474,는것은지,5
1475,앵,5
1476,아깝네,5
1477,않나,5
1478,해줘서,5
1479,먹어야겠어요,5
1480,남겨,5
1481,칠리소스,5
1482,자꾸,5
1483,작성,5
1484,한우,5
1485,프로,5
1486,안되서,5
1487,찐,5
1488,티슈,5
1489,억지로,5
1490,했으나,5
1491,돌려서,5
1492,인상,5
1493,그랬네요,5
1494,전보,5
1495,받지도,5
1496,기간,5
1497,차가워서,5
1498,막,5
1499,하는게,5
1500,감안,5
1501,낮은,5
1502,동점,5
1503,식었습니다,5
1504,그리,5
1505,눅눅했어요,5
1506,새로,5
1507,무가,5
1508,그렇다,5
1509,갈릭,5
1510,너무한거,5
1511,되어서,5
1512,했나요,5
1513,인지도,5
1514,쏟아져서,5
1515,가스,5
1516,맥너겟,5
1517,콘,5
1518,빅맥,5
1519,차,5
1520,운영,5
1521,분할,5
1522,카레,5
1523,어니언,5
1524,쟁반,4
1525,일요일,4
1526,받는데,4
1527,문해,4
1528,쓴,4
1529,맞고,4
1530,땅,4
1531,그랬어요,4
1532,매콤,4
1533,맹탕,4
1534,얇고,4
1535,요구사항,4
1536,할말이,4
1537,처럼,4
1538,속도,4
1539,큽니다,4
1540,돌아,4
1541,만드는,4
1542,떨어져서,4
1543,매니아,4
1544,딸,4
1545,됬네요,4
1546,식이,4
1547,여쭤,4
1548,예의,4
1549,떨어졌네요,4
1550,말라있고,4
1551,버렸음,4
1552,걸리는건,4
1553,나쁜,4
1554,좋을듯,4
1555,맵지도,4
1556,오시,4
1557,어지간하면,4
1558,남기고,4
1559,약속,4
1560,닭발,4
1561,그거,4
1562,싶은,4
1563,무조건,4
1564,시키,4
1565,시장,4
1566,적음,4
1567,안함,4
1568,질긴,4
1569,할머니,4
1570,메인,4
1571,싫어서,4
1572,있더군요,4
1573,좋아요,4
1574,손톱,4
1575,거나,4
1576,불족,4
1577,붙은,4
1578,대부분,4
1579,보이는데,4
1580,비틀어져서,4
1581,드려요,4
1582,있었네요,4
1583,시킨게,4
1584,맞게,4
1585,좋았을텐데,4
1586,세상,4
1587,종일,4
1588,충격,4
1589,당분간,4
1590,새,4
1591,올립니다,4
1592,아니라고,4
1593,수저,4
1594,안되는거,4
1595,아닌가,4
1596,싶은데,4
1597,있는거,4
1598,현저,4
1599,식구,4
1600,맛있었고,4
1601,알려,4
1602,눅눅해져서,4
1603,먹고나서,4
1604,토,4
1605,먹는게,4
1606,보이시,4
1607,초심,4
1608,인생,4
1609,까,4
1610,벚꽃,4
1611,저렴한,4
1612,해동,4
1613,뱉고,4
1614,아마,4
1615,판단,4
1616,모르겠음,4
1617,기다려도,4
1618,아파서,4
1619,소고기,4
1620,일주일,4
1621,받질,4
1622,나중,4
1623,모르겠으나,4
1624,없었고요,4
1625,씹히지도,4
1626,답,4
1627,운,4
1628,역,4
1629,떠나서,4
1630,시키세요,4
1631,기네,4
1632,이빨,4
1633,열었는데,4
1634,파스타,4
1635,늦,4
1636,않지만,4
1637,드렸더니,4
1638,했다고만,4
1639,날리고,4
1640,시켰습니다,4
1641,싫다고,4
1642,상관없는데,4
1643,그럴거면,4
1644,물어보니,4
1645,안심,4
1646,이틀,4
1647,중이,4
1648,좀더,4
1649,점주,4
1650,되었는데,4
1651,먹으라는,4
1652,끼리,4
1653,남겨요,4
1654,좋을것,4
1655,묽고,4
1656,주지,4
1657,이구,4
1658,먹은게,4
1659,싱거워서,4
1660,찍어,4
1661,적어서,4
1662,시켰어요,4
1663,안녕,4
1664,아는,4
1665,아니에요,4
1666,늦었어요,4
1667,가까이,4
1668,기다리다가,4
1669,상하,4
1670,현재,4
1671,있지,4
1672,켜,4
1673,말았습니다,4
